,Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
174,175,Journey to the South Pacific,"$14,994,876","$7,653,913",51%,"$7,340,963",49%,2013_boxofficemojo_rankings.csv,2013
175,176,Emperor,"$14,858,240","$3,346,265",22.5%,"$11,511,975",77.5%,2013_boxofficemojo_rankings.csv,2013
176,177,Pulling Strings,"$13,725,819","$5,842,961",42.6%,"$7,882,858",57.4%,2013_boxofficemojo_rankings.csv,2013
177,178,All Is Lost,"$13,627,519","$6,263,670",46%,"$7,363,849",54%,2013_boxofficemojo_rankings.csv,2013
178,179,Nymphomaniac: Vol. I,"$13,545,832","$785,896",5.8%,"$12,759,936",94.2%,2013_boxofficemojo_rankings.csv,2013
179,180,The Past,"$12,673,462","$1,331,747",10.5%,"$11,341,715",89.5%,2013_boxofficemojo_rankings.csv,2013
180,181,Redemption,"$12,671,109","$36,895",0.3%,"$12,634,214",99.7%,2013_boxofficemojo_rankings.csv,2013
181,182,Getaway,"$11,806,432","$10,501,938",89%,"$1,304,494",11%,2013_boxofficemojo_rankings.csv,2013
182,183,The Lunchbox 2013 Re-release,"$11,621,581","$4,235,151",36.4%,"$7,386,430",63.6%,2013_boxofficemojo_rankings.csv,2013
183,184,Fists of Legend,"$11,478,881","$134,213",1.2%,"$11,344,668",98.8%,2013_boxofficemojo_rankings.csv,2013
184,185,Ida,"$11,156,836","$3,827,060",34.3%,"$7,329,776",65.7%,2013_boxofficemojo_rankings.csv,2013
185,186,Bicycling with Molière,"$11,123,929","$59,874",0.5%,"$11,064,055",99.5%,2013_boxofficemojo_rankings.csv,2013
186,187,Justin Bieber's Believe,"$10,980,157","$6,206,566",56.5%,"$4,773,591",43.5%,2013_boxofficemojo_rankings.csv,2013
187,188,One Chance,"$10,900,434","$101,196",0.9%,"$10,799,238",99.1%,2013_boxofficemojo_rankings.csv,2013
188,189,Only God Forgives,"$10,635,126","$779,188",7.3%,"$9,855,938",92.7%,2013_boxofficemojo_rankings.csv,2013
189,190,Mood Indigo,"$10,435,322","$303,187",2.9%,"$10,132,135",97.1%,2013_boxofficemojo_rankings.csv,2013
190,191,Chennai Express,"$10,234,653","$5,307,960",51.9%,"$4,926,693",48.1%,2013_boxofficemojo_rankings.csv,2013
191,192,Alan Partridge,"$9,979,601","$153,426",1.5%,"$9,826,175",98.5%,2013_boxofficemojo_rankings.csv,2013
192,193,Young & Beautiful,"$9,757,417","$61,067",0.6%,"$9,696,350",99.4%,2013_boxofficemojo_rankings.csv,2013
193,194,The Young and Prodigious T.S. Spivet,"$9,494,789","$173,564",1.8%,"$9,321,225",98.2%,2013_boxofficemojo_rankings.csv,2013
194,195,Peeples,"$9,307,166","$9,177,065",98.6%,"$130,101",1.4%,2013_boxofficemojo_rankings.csv,2013
195,196,Jerusalem,"$9,279,456","$8,020,721",86.4%,"$1,258,735",13.6%,2013_boxofficemojo_rankings.csv,2013
196,197,Unfinished Song,"$9,166,865","$1,702,668",18.6%,"$7,464,197",81.4%,2013_boxofficemojo_rankings.csv,2013
197,198,The Fifth Estate,"$9,058,564","$3,255,008",35.9%,"$5,803,556",64.1%,2013_boxofficemojo_rankings.csv,2013
198,199,Frances Ha,"$9,058,065","$4,069,826",44.9%,"$4,988,239",55.1%,2013_boxofficemojo_rankings.csv,2013
199,200,Hannah Arendt,"$8,880,936","$717,205",8.1%,"$8,163,731",91.9%,2013_boxofficemojo_rankings.csv,2013
200,201,Le Week-end,"$8,652,213","$2,225,098",25.7%,"$6,427,115",74.3%,2013_boxofficemojo_rankings.csv,2013
201,202,Himmatwala,"$8,644,563","$270,880",3.1%,"$8,373,683",96.9%,2013_boxofficemojo_rankings.csv,2013
202,203,Filth,"$8,377,987","$34,411",0.4%,"$8,343,576",99.6%,2013_boxofficemojo_rankings.csv,2013
203,204,Venus in Fur,"$8,350,026","$373,605",4.5%,"$7,976,421",95.5%,2013_boxofficemojo_rankings.csv,2013
204,205,Metallica Through the Never,"$7,975,812","$3,419,967",42.9%,"$4,555,845",57.1%,2013_boxofficemojo_rankings.csv,2013
205,206,Renoir,"$7,816,573","$2,293,798",29.3%,"$5,522,775",70.7%,2013_boxofficemojo_rankings.csv,2013
206,207,ABCD (Any Body Can Dance),"$7,610,738","$222,098",2.9%,"$7,388,640",97.1%,2013_boxofficemojo_rankings.csv,2013
207,208,Only Lovers Left Alive,"$7,609,187","$1,879,534",24.7%,"$5,729,653",75.3%,2013_boxofficemojo_rankings.csv,2013
208,209,Black Nativity,"$7,454,185","$7,018,189",94.2%,"$435,996",5.8%,2013_boxofficemojo_rankings.csv,2013
209,210,The Spectacular Now,"$6,918,591","$6,854,611",99.1%,"$63,980",0.9%,2013_boxofficemojo_rankings.csv,2013
210,211,Commitment,"$6,834,802","$76,543",1.1%,"$6,758,259",98.9%,2013_boxofficemojo_rankings.csv,2013
211,212,Gloria,"$6,461,559","$2,107,925",32.6%,"$4,353,634",67.4%,2013_boxofficemojo_rankings.csv,2013
212,213,Closed Circuit,"$6,331,939","$5,750,401",90.8%,"$581,538",9.2%,2013_boxofficemojo_rankings.csv,2013
213,214,Yeh Jawaani Hai Deewani,"$6,189,998","$3,827,466",61.8%,"$2,362,532",38.2%,2013_boxofficemojo_rankings.csv,2013
214,215,Matru's Bijlee's Mandola,"$6,009,116",-,-,"$6,009,116",100%,2013_boxofficemojo_rankings.csv,2013
215,216,The Immigrant,"$5,952,884","$2,025,328",34%,"$3,927,556",66%,2013_boxofficemojo_rankings.csv,2013
216,217,20 Feet from Stardom,"$5,839,368","$4,946,445",84.7%,"$892,923",15.3%,2013_boxofficemojo_rankings.csv,2013
217,218,The Wizard of Oz 2013 3D/IMAX Release,"$5,787,802","$5,633,202",97.3%,"$154,600",2.7%,2013_boxofficemojo_rankings.csv,2013
218,219,The French Minister,"$5,586,646","$12,027",0.2%,"$5,574,619",99.8%,2013_boxofficemojo_rankings.csv,2013
219,220,On My Way,"$5,505,705","$317,324",5.8%,"$5,188,381",94.2%,2013_boxofficemojo_rankings.csv,2013
220,221,Man of Tai Chi,"$5,464,885","$100,144",1.8%,"$5,364,741",98.2%,2013_boxofficemojo_rankings.csv,2013
221,222,Much Ado About Nothing,"$5,341,221","$4,328,849",81%,"$1,012,372",19%,2013_boxofficemojo_rankings.csv,2013
222,223,Oldboy,"$5,186,767","$2,193,658",42.3%,"$2,993,109",57.7%,2013_boxofficemojo_rankings.csv,2013
223,224,Doctor Who: The Day of the Doctor,"$5,074,950",-,-,"$5,074,950",100%,2013_boxofficemojo_rankings.csv,2013
224,225,Stand Up Guys,"$5,072,654","$3,310,031",65.3%,"$1,762,623",34.7%,2013_boxofficemojo_rankings.csv,2013
225,226,RamLeela,"$4,840,059","$2,738,863",56.6%,"$2,101,196",43.4%,2013_boxofficemojo_rankings.csv,2013
226,227,The Iceman,"$4,552,970","$1,969,193",43.3%,"$2,583,777",56.7%,2013_boxofficemojo_rankings.csv,2013
227,228,Krrish 3,"$4,170,204","$2,191,534",52.6%,"$1,978,670",47.4%,2013_boxofficemojo_rankings.csv,2013
228,229,The Invisible Woman,"$3,986,888","$1,234,254",31%,"$2,752,634",69%,2013_boxofficemojo_rankings.csv,2013
229,230,Ip Man: The Final Fight,"$3,967,001","$37,884",1%,"$3,929,117",99%,2013_boxofficemojo_rankings.csv,2013
230,231,The Devil's Violinist,"$3,952,097","$11,294",0.3%,"$3,940,803",99.7%,2013_boxofficemojo_rankings.csv,2013
231,232,Welcome to the Punch,"$3,926,386","$9,747",0.2%,"$3,916,639",99.8%,2013_boxofficemojo_rankings.csv,2013
232,233,The To Do List,"$3,909,596","$3,491,669",89.3%,"$417,927",10.7%,2013_boxofficemojo_rankings.csv,2013
233,234,The Starving Games,"$3,906,308",-,-,"$3,906,308",100%,2013_boxofficemojo_rankings.csv,2013
234,235,Ragnarok,"$3,721,345","$1,369",<0.1%,"$3,719,976",100%,2013_boxofficemojo_rankings.csv,2013
235,236,The German Doctor,"$3,635,718","$418,392",11.5%,"$3,217,326",88.5%,2013_boxofficemojo_rankings.csv,2013
236,237,Thanks for Sharing,"$3,499,442","$1,065,881",30.5%,"$2,433,561",69.5%,2013_boxofficemojo_rankings.csv,2013
237,238,Disconnect,"$3,428,048","$1,436,900",41.9%,"$1,991,148",58.1%,2013_boxofficemojo_rankings.csv,2013
238,239,The Protector 2,"$3,399,790","$2,463",<0.1%,"$3,397,327",99.9%,2013_boxofficemojo_rankings.csv,2013
239,240,Love is in the Air 2013 Re-release,"$3,221,554","$8,425",0.3%,"$3,213,129",99.7%,2013_boxofficemojo_rankings.csv,2013
240,241,In a World...,"$3,114,953","$2,963,902",95.2%,"$151,051",4.8%,2013_boxofficemojo_rankings.csv,2013
241,242,Living Is Easy with Eyes Closed,"$3,075,169","$11,600",0.4%,"$3,063,569",99.6%,2013_boxofficemojo_rankings.csv,2013
242,243,Top Gun 2013 3D Release,"$3,018,873","$3,018,873",100%,-,-,2013_boxofficemojo_rankings.csv,2013
243,244,Rigor Mortis,"$3,016,904","$7,865",0.3%,"$3,009,039",99.7%,2013_boxofficemojo_rankings.csv,2013
244,245,Romeo and Juliet,"$2,966,268","$1,162,635",39.2%,"$1,803,633",60.8%,2013_boxofficemojo_rankings.csv,2013
245,246,Filly Brown,"$2,940,411","$2,850,357",96.9%,"$90,054",3.1%,2013_boxofficemojo_rankings.csv,2013
246,247,The East,"$2,891,812","$2,301,839",79.6%,"$589,973",20.4%,2013_boxofficemojo_rankings.csv,2013
247,248,Home Run,"$2,861,020","$2,861,020",100%,-,-,2013_boxofficemojo_rankings.csv,2013
248,249,To the Wonder,"$2,801,166","$587,615",21%,"$2,213,551",79%,2013_boxofficemojo_rankings.csv,2013
249,250,"Cinco de Mayo, La Batalla","$2,794,852","$173,472",6.2%,"$2,621,380",93.8%,2013_boxofficemojo_rankings.csv,2013
250,251,What Maisie Knew,"$2,711,379","$1,066,471",39.3%,"$1,644,908",60.7%,2013_boxofficemojo_rankings.csv,2013
251,252,Pioneer,"$2,647,820","$6,871",0.3%,"$2,640,949",99.7%,2013_boxofficemojo_rankings.csv,2013
252,253,Stories We Tell,"$2,641,053","$1,600,145",60.6%,"$1,040,908",39.4%,2013_boxofficemojo_rankings.csv,2013
253,254,The Gatekeepers,"$2,573,616","$2,415,727",93.9%,"$157,889",6.1%,2013_boxofficemojo_rankings.csv,2013
254,255,Blood Ties,"$2,566,435","$42,472",1.7%,"$2,523,963",98.3%,2013_boxofficemojo_rankings.csv,2013
255,256,"1,000 Times Good Night","$2,549,568","$53,895",2.1%,"$2,495,673",97.9%,2013_boxofficemojo_rankings.csv,2013
256,257,Grace Unplugged,"$2,507,201","$2,507,201",100%,-,-,2013_boxofficemojo_rankings.csv,2013
257,258,I'm in Love with a Church Girl,"$2,503,392","$2,387,730",95.4%,"$115,662",4.6%,2013_boxofficemojo_rankings.csv,2013
258,259,Still Life,"$2,495,025","$9,481",0.4%,"$2,485,544",99.6%,2013_boxofficemojo_rankings.csv,2013
259,260,The Christmas Candle,"$2,476,775","$2,258,620",91.2%,"$218,155",8.8%,2013_boxofficemojo_rankings.csv,2013
260,261,The Stroller Strategy,"$2,401,291","$3,462",0.1%,"$2,397,829",99.9%,2013_boxofficemojo_rankings.csv,2013
261,262,Bhaag Milkha Bhaag,"$2,325,917","$1,636,731",70.4%,"$689,186",29.6%,2013_boxofficemojo_rankings.csv,2013
262,263,Austenland,"$2,313,509","$2,159,041",93.3%,"$154,468",6.7%,2013_boxofficemojo_rankings.csv,2013
263,264,Blackfish,"$2,303,417","$2,073,582",90%,"$229,835",10%,2013_boxofficemojo_rankings.csv,2013
264,265,Marius,"$2,249,781","$9,781",0.4%,"$2,240,000",99.6%,2013_boxofficemojo_rankings.csv,2013
265,266,The Reluctant Fundamentalist,"$2,167,020","$552,959",25.5%,"$1,614,061",74.5%,2013_boxofficemojo_rankings.csv,2013
266,267,The Saratov Approach,"$2,146,999","$2,146,999",100%,-,-,2013_boxofficemojo_rankings.csv,2013
267,268,The Oscar Nominated Short Films 2013: Live Action,"$2,142,342","$2,142,342",100%,-,-,2013_boxofficemojo_rankings.csv,2013
268,269,The Attack,"$2,139,516","$1,720,325",80.4%,"$419,191",19.6%,2013_boxofficemojo_rankings.csv,2013
269,270,Girl Most Likely,"$2,085,617","$1,378,591",66.1%,"$707,026",33.9%,2013_boxofficemojo_rankings.csv,2013
270,271,Antboy,"$1,994,566",-,-,"$1,994,566",100%,2013_boxofficemojo_rankings.csv,2013
271,272,Kill Your Darlings,"$1,877,924","$1,030,064",54.9%,"$847,860",45.1%,2013_boxofficemojo_rankings.csv,2013
272,273,The Face of Love,"$1,806,548","$350,006",19.4%,"$1,456,542",80.6%,2013_boxofficemojo_rankings.csv,2013
273,274,Girl Rising,"$1,727,259","$1,727,259",100%,-,-,2013_boxofficemojo_rankings.csv,2013
274,275,Nothing Left to Fear,"$1,675,381","$7,886",0.5%,"$1,667,495",99.5%,2013_boxofficemojo_rankings.csv,2013
275,276,Short Term 12,"$1,645,164","$1,013,100",61.6%,"$632,064",38.4%,2013_boxofficemojo_rankings.csv,2013
276,277,Grand Piano,"$1,618,085","$22,555",1.4%,"$1,595,530",98.6%,2013_boxofficemojo_rankings.csv,2013
277,278,We are the Best!,"$1,604,273","$180,590",11.3%,"$1,423,683",88.7%,2013_boxofficemojo_rankings.csv,2013
278,279,Lovelace,"$1,585,583","$356,582",22.5%,"$1,229,001",77.5%,2013_boxofficemojo_rankings.csv,2013
279,280,Adore,"$1,575,749","$318,982",20.2%,"$1,256,767",79.8%,2013_boxofficemojo_rankings.csv,2013
280,281,"Bless Me, Ultima","$1,561,962","$1,561,962",100%,-,-,2013_boxofficemojo_rankings.csv,2013
281,282,Still Mine,"$1,552,730","$1,159,336",74.7%,"$393,394",25.3%,2013_boxofficemojo_rankings.csv,2013
282,283,The Lords of Salem,"$1,544,989","$1,165,882",75.5%,"$379,107",24.5%,2013_boxofficemojo_rankings.csv,2013
283,284,Reaching for the Moon,"$1,534,391","$45,502",3%,"$1,488,889",97%,2013_boxofficemojo_rankings.csv,2013
284,285,The Kings of Summer,"$1,501,595","$1,315,590",87.6%,"$186,005",12.4%,2013_boxofficemojo_rankings.csv,2013
285,286,Jimmy P.,"$1,470,582","$30,283",2.1%,"$1,440,299",97.9%,2013_boxofficemojo_rankings.csv,2013
286,287,Shameless,"$1,443,479","$679,866",47.1%,"$763,613",52.9%,2013_boxofficemojo_rankings.csv,2013
287,288,Kai Po Che,"$1,435,272","$1,122,527",78.2%,"$312,745",21.8%,2013_boxofficemojo_rankings.csv,2013
288,289,Parkland,"$1,412,181","$653,651",46.3%,"$758,530",53.7%,2013_boxofficemojo_rankings.csv,2013
289,290,Just a Sigh,"$1,406,331","$75,531",5.4%,"$1,330,800",94.6%,2013_boxofficemojo_rankings.csv,2013
290,291,The Ultimate Life,"$1,327,841","$1,327,841",100%,-,-,2013_boxofficemojo_rankings.csv,2013
291,292,The Look of Love,"$1,318,468","$21,252",1.6%,"$1,297,216",98.4%,2013_boxofficemojo_rankings.csv,2013
292,293,Dom Hemingway,"$1,307,599","$523,511",40%,"$784,088",60%,2013_boxofficemojo_rankings.csv,2013
293,294,Why Don't You Play in Hell?,"$1,265,872","$28,534",2.3%,"$1,237,338",97.7%,2013_boxofficemojo_rankings.csv,2013
294,295,For a Woman,"$1,252,416","$32,286",2.6%,"$1,220,130",97.4%,2013_boxofficemojo_rankings.csv,2013
295,296,Demi-soeur,"$1,251,642",$943,<0.1%,"$1,250,699",99.9%,2013_boxofficemojo_rankings.csv,2013
296,297,The Revolution Has Begun,"$1,223,419","$738,525",60.4%,"$484,894",39.6%,2013_boxofficemojo_rankings.csv,2013
297,298,Ilo Ilo,"$1,216,181","$56,773",4.7%,"$1,159,408",95.3%,2013_boxofficemojo_rankings.csv,2013
298,299,Inequality for All,"$1,205,273","$1,205,273",100%,-,-,2013_boxofficemojo_rankings.csv,2013
299,300,Phantom,"$1,197,759","$1,034,589",86.4%,"$163,170",13.6%,2013_boxofficemojo_rankings.csv,2013
300,301,Raanjhanaa,"$1,171,761","$903,232",77.1%,"$268,529",22.9%,2013_boxofficemojo_rankings.csv,2013
301,302,Stranger by the Lake,"$1,131,241","$325,196",28.7%,"$806,045",71.3%,2013_boxofficemojo_rankings.csv,2013
302,303,In the Name Of,"$1,127,938","$9,883",0.9%,"$1,118,055",99.1%,2013_boxofficemojo_rankings.csv,2013
303,304,The Selfish Giant,"$1,114,027","$12,189",1.1%,"$1,101,838",98.9%,2013_boxofficemojo_rankings.csv,2013
304,305,Killing Season,"$1,071,322","$39,881",3.7%,"$1,031,441",96.3%,2013_boxofficemojo_rankings.csv,2013
305,306,Borgman,"$1,052,010","$57,474",5.5%,"$994,536",94.5%,2013_boxofficemojo_rankings.csv,2013
306,307,No One Lives,"$1,048,704","$74,918",7.1%,"$973,786",92.9%,2013_boxofficemojo_rankings.csv,2013
307,308,Ain't Them Bodies Saints,"$1,031,243","$396,519",38.5%,"$634,724",61.5%,2013_boxofficemojo_rankings.csv,2013
308,309,Child's Pose,"$994,126","$97,170",9.8%,"$896,956",90.2%,2013_boxofficemojo_rankings.csv,2013
309,310,Labyrinth 2018 Re-release,"$993,336","$993,336",100%,-,-,2013_boxofficemojo_rankings.csv,2013
310,311,Mr. Pip,"$977,855","$1,714",0.2%,"$976,141",99.8%,2013_boxofficemojo_rankings.csv,2013
311,312,Stuck in Love.,"$977,671","$81,071",8.3%,"$896,600",91.7%,2013_boxofficemojo_rankings.csv,2013
312,313,How I Live Now,"$925,762","$60,213",6.5%,"$865,549",93.5%,2013_boxofficemojo_rankings.csv,2013
313,314,Generation Iron,"$901,649","$849,521",94.2%,"$52,128",5.8%,2013_boxofficemojo_rankings.csv,2013
314,315,Alone Yet Not Alone,"$887,851","$887,851",100%,-,-,2013_boxofficemojo_rankings.csv,2013
315,316,A Touch of Sin,"$854,891","$154,120",18%,"$700,771",82%,2013_boxofficemojo_rankings.csv,2013
316,317,Hôtel Normandy,"$836,709","$4,640",0.6%,"$832,069",99.4%,2013_boxofficemojo_rankings.csv,2013
317,318,Byzantium,"$828,284","$89,237",10.8%,"$739,047",89.2%,2013_boxofficemojo_rankings.csv,2013
318,319,Age of Uprising: The Legend of Michael Kohlhaas,"$813,550","$3,313",0.4%,"$810,237",99.6%,2013_boxofficemojo_rankings.csv,2013
319,320,V/H/S/2,"$805,574","$21,833",2.7%,"$783,741",97.3%,2013_boxofficemojo_rankings.csv,2013
320,321,Lootera,"$789,671","$581,813",73.7%,"$207,858",26.3%,2013_boxofficemojo_rankings.csv,2013
321,322,Grand Masti,"$770,535","$413,903",53.7%,"$356,632",46.3%,2013_boxofficemojo_rankings.csv,2013
322,323,Arthur Newman,"$747,140","$207,853",27.8%,"$539,287",72.2%,2013_boxofficemojo_rankings.csv,2013
323,324,Bullett Raja,"$725,588",-,-,"$725,588",100%,2013_boxofficemojo_rankings.csv,2013
324,325,The Act of Killing,"$722,714","$486,919",67.4%,"$235,795",32.6%,2013_boxofficemojo_rankings.csv,2013
325,326,Passion,"$713,616","$92,181",12.9%,"$621,435",87.1%,2013_boxofficemojo_rankings.csv,2013
326,327,Shootout at Wadala,"$711,366","$369,573",52%,"$341,793",48%,2013_boxofficemojo_rankings.csv,2013
327,328,Muscle Shoals,"$709,415","$696,241",98.1%,"$13,174",1.9%,2013_boxofficemojo_rankings.csv,2013
328,329,Paris Countdown,"$708,757","$1,055",0.1%,"$707,702",99.9%,2013_boxofficemojo_rankings.csv,2013
329,330,Gori Tere Pyaar Mein!,"$708,440","$342,184",48.3%,"$366,256",51.7%,2013_boxofficemojo_rankings.csv,2013
330,331,The Lost Medallion: The Adventures of Billy Stone,"$705,854","$549,632",77.9%,"$156,222",22.1%,2013_boxofficemojo_rankings.csv,2013
331,332,56 Up,"$701,278","$701,278",100%,-,-,2013_boxofficemojo_rankings.csv,2013
332,333,The Congress 2013 Re-release,"$695,131","$137,815",19.8%,"$557,316",80.2%,2013_boxofficemojo_rankings.csv,2013
333,334,I Spit on Your Grave 2,"$678,604",$809,0.1%,"$677,795",99.9%,2013_boxofficemojo_rankings.csv,2013
334,335,Bright Days Ahead 2013 Re-release,"$669,085","$21,770",3.3%,"$647,315",96.7%,2013_boxofficemojo_rankings.csv,2013
335,336,The Torn Poster Let Out a Hero,"$669,070","$410,526",61.4%,"$258,544",38.6%,2013_boxofficemojo_rankings.csv,2013
336,337,Camille Claudel 1915,"$660,355","$35,296",5.3%,"$625,059",94.7%,2013_boxofficemojo_rankings.csv,2013
337,338,The Patience Stone,"$654,587","$148,671",22.7%,"$505,916",77.3%,2013_boxofficemojo_rankings.csv,2013
338,339,In Secret,"$652,228","$444,179",68.1%,"$208,049",31.9%,2013_boxofficemojo_rankings.csv,2013
339,340,Salinger,"$650,675","$583,633",89.7%,"$67,042",10.3%,2013_boxofficemojo_rankings.csv,2013
340,341,Short Peace,"$628,807","$22,862",3.6%,"$605,945",96.4%,2013_boxofficemojo_rankings.csv,2013
341,342,Paradise: Faith,"$618,696","$6,508",1.1%,"$612,188",98.9%,2013_boxofficemojo_rankings.csv,2013
342,343,Omar,"$614,444","$356,000",57.9%,"$258,444",42.1%,2013_boxofficemojo_rankings.csv,2013
343,344,Walking the Camino: Six Ways to Santiago,"$612,717","$612,717",100%,-,-,2013_boxofficemojo_rankings.csv,2013
344,345,The Returned,"$612,521",-,-,"$612,521",100%,2013_boxofficemojo_rankings.csv,2013
345,346,Summer in February,"$605,403","$1,624",0.3%,"$603,779",99.7%,2013_boxofficemojo_rankings.csv,2013
346,347,The Armstrong Lie,"$594,394","$383,294",64.5%,"$211,100",35.5%,2013_boxofficemojo_rankings.csv,2013
347,348,Boss,"$594,283",-,-,"$594,283",100%,2013_boxofficemojo_rankings.csv,2013
348,349,Upstream Color,"$587,174","$444,098",75.6%,"$143,076",24.4%,2013_boxofficemojo_rankings.csv,2013
349,350,The Dance of Reality,"$558,636","$293,680",52.6%,"$264,956",47.4%,2013_boxofficemojo_rankings.csv,2013
350,351,Sound City,"$521,181","$422,853",81.1%,"$98,328",18.9%,2013_boxofficemojo_rankings.csv,2013
351,352,Scatter My Ashes at Bergdorf's,"$518,342","$518,342",100%,-,-,2013_boxofficemojo_rankings.csv,2013
352,353,The Inevitable Defeat of Mister & Pete,"$506,303","$494,608",97.7%,"$11,695",2.3%,2013_boxofficemojo_rankings.csv,2013
353,354,The Polar Express 2013 IMAX Release,"$493,776","$493,776",100%,-,-,2013_boxofficemojo_rankings.csv,2013
354,355,Open Grave,"$489,812",-,-,"$489,812",100%,2013_boxofficemojo_rankings.csv,2013
355,356,At Any Price,"$487,455","$380,594",78.1%,"$106,861",21.9%,2013_boxofficemojo_rankings.csv,2013
356,357,Breathe In,"$481,079","$89,661",18.6%,"$391,418",81.4%,2013_boxofficemojo_rankings.csv,2013
357,358,On the Job,"$472,890","$164,620",34.8%,"$308,270",65.2%,2013_boxofficemojo_rankings.csv,2013
358,359,Ghanchakkar,"$464,803","$203,044",43.7%,"$261,759",56.3%,2013_boxofficemojo_rankings.csv,2013
359,360,We Steal Secrets,"$457,517","$166,243",36.3%,"$291,274",63.7%,2013_boxofficemojo_rankings.csv,2013
360,361,Paradise: Hope,"$457,132","$6,701",1.5%,"$450,431",98.5%,2013_boxofficemojo_rankings.csv,2013
361,362,The Rocket,"$449,064","$56,823",12.7%,"$392,241",87.3%,2013_boxofficemojo_rankings.csv,2013
362,363,Charlie Countryman,"$443,990","$11,650",2.6%,"$432,340",97.4%,2013_boxofficemojo_rankings.csv,2013
363,364,Prince Avalanche,"$442,313","$205,139",46.4%,"$237,174",53.6%,2013_boxofficemojo_rankings.csv,2013
364,365,Bastards,"$439,935","$24,525",5.6%,"$415,410",94.4%,2013_boxofficemojo_rankings.csv,2013
365,366,Go Goa Gone,"$429,350","$298,457",69.5%,"$130,893",30.5%,2013_boxofficemojo_rankings.csv,2013
366,367,Settai,"$422,247","$87,838",20.8%,"$334,409",79.2%,2013_boxofficemojo_rankings.csv,2013
367,368,Dirty Wars,"$416,853","$384,473",92.2%,"$32,380",7.8%,2013_boxofficemojo_rankings.csv,2013
368,369,R... Rajkumar,"$410,495","$166,503",40.6%,"$243,992",59.4%,2013_boxofficemojo_rankings.csv,2013
369,370,Gabrielle,"$406,256","$5,534",1.4%,"$400,722",98.6%,2013_boxofficemojo_rankings.csv,2013
